likes,engagement,comments_ratio,followers,following,hour,time_of_day_bin,weekend,caption_length,hashtag,tag,location,video,multiple_images
2000,0.006339546088500064,5.0716368708000506e-5,315480,2241,10,Morning (5–11am),1,38,0,0,1,0,1
5489,0.037186583292120295,1.4226967555739227e-4,147607,1111,0,Night (9pm–4am),0,111,1,1,0,0,0
9,3.562324852361425e-5,0,252644,290,18,Evening (5–8pm),0,150,1,0,0,0,0
30944,0.01132194625953908,5.652923659186879e-4,2733099,997,10,Morning (5–11am),0,2183,0,0,0,0,1
141203,0.33127269826672046,9.970814838449339e-4,426244,1009,16,Afternoon (12–4pm),0,5,0,0,1,1,0
1282,0.0012943572284601086,2.120241949895654e-5,990453,1042,16,Afternoon (12–4pm),0,518,0,0,0,1,0
100,0.15408320493066255,0.046224961479198766,649,0,0,Night (9pm–4am),0,31,0,0,0,0,0
1801,2.1169337302182474e-4,0.006906540373135136,8507588,2,20,Evening (5–8pm),0,208,1,1,0,0,0
10,0.06944444444444445,0.013888888888888888,144,401,18,Evening (5–8pm),0,41,0,0,0,0,1
1946,0.001876051422704464,6.169953291525472e-5,1037285,1273,8,Morning (5–11am),0,51,1,0,1,1,0
4,0.0851063829787234,0,47,5,14,Afternoon (12–4pm),0,0,NA,NA,0,0,0
443,7.807735827108881e-4,7.049874335989961e-5,567386,2802,20,Evening (5–8pm),0,132,1,1,0,1,0
15643,0.010715300967548592,1.5001284356537374e-4,1459875,375,14,Afternoon (12–4pm),0,553,1,0,1,0,1
10647,0.012607385391442323,1.5393632956584033e-5,844505,4137,23,Night (9pm–4am),0,221,0,0,1,0,1
24773,0.028697231637501826,2.988691624944686e-4,863254,912,12,Afternoon (12–4pm),0,37,0,0,0,0,1
3214,0.006657828230517463,1.90578779467208e-4,482740,1834,18,Evening (5–8pm),0,1845,1,1,1,0,1
4678,0.006748004304413177,8.51073651048263e-5,693242,1624,20,Evening (5–8pm),0,94,1,0,0,1,0
19,0.010549694614103275,0,1801,25,19,Evening (5–8pm),0,77,1,0,0,0,0
109476,0.010729514043455532,3.2244602655347926e-5,10203258,381,10,Morning (5–11am),1,216,0,1,0,0,1
14601,0.020408220315411205,4.612500995880897e-5,715447,132,12,Afternoon (12–4pm),0,41,0,1,0,0,1
3545,0.03300560490102974,4.469024076867214e-4,107406,57,16,Afternoon (12–4pm),0,1313,0,0,0,0,0
281,0.0022660742078820673,2.6612259380821434e-4,124003,437,15,Afternoon (12–4pm),1,85,0,1,1,0,1
296,0.0011685010027001847,2.7633469658450315e-5,253316,691,0,Night (9pm–4am),1,31,1,0,1,1,0
44,0.0059467495607514525,0,7399,243,22,Night (9pm–4am),0,862,1,0,0,0,1
215,0.022840752151280144,1.0623605651758207e-4,9413,3,14,Afternoon (12–4pm),0,262,1,1,1,0,0
1258,0.005862041649386536,1.5377374755942423e-4,214601,1568394,12,Afternoon (12–4pm),1,1136,1,1,1,1,0
4688,0.0032539014889653313,7.63500775994425e-6,1440732,412,2,Night (9pm–4am),1,24,0,1,0,1,0
449,0.00304421226770084,8.13597933461249e-5,147493,294,16,Afternoon (12–4pm),0,68,1,0,1,1,0
40866,0.02325460969459902,1.7469694064116623e-4,1757329,808,9,Morning (5–11am),1,137,1,1,1,1,0
22,0.004415011037527594,0,4983,409,2,Night (9pm–4am),1,0,NA,NA,0,0,0
211,9.78632419170064e-4,1.3914205011896646e-5,215607,2693,18,Evening (5–8pm),0,564,1,1,0,0,1
10844,0.1160381800282498,0,93452,0,19,Evening (5–8pm),0,119,1,1,1,0,0
1,0.02702702702702703,0,37,352,19,Evening (5–8pm),0,28,0,0,1,0,0
5897,0.00814575894244649,4.1992720340914587e-4,723935,498,12,Afternoon (12–4pm),1,196,1,0,0,0,1
7,0.0673076923076923,0.019230769230769232,104,2,23,Night (9pm–4am),0,30,0,1,0,0,0
1089,0.0018555183353836612,2.5558103793163376e-5,586898,955,14,Afternoon (12–4pm),1,143,1,0,0,1,0
24707,0.01337726184932916,2.2740316415259835e-4,1846940,1641,22,Night (9pm–4am),0,274,1,0,1,1,0
0,0,0,1,1,21,Night (9pm–4am),0,321,1,1,1,0,0
2344,0.0013352077888640025,3.645618536147447e-5,1755532,637,12,Afternoon (12–4pm),0,83,1,0,1,0,0
989,0.002168098912662224,1.227639424763241e-4,456160,1497,14,Afternoon (12–4pm),0,663,1,1,1,1,0
36,0.1245674740484429,0,289,1448,7,Morning (5–11am),1,361,0,1,0,0,1
1385,0.0020786588523101627,5.5530958509368974e-5,666295,1186,19,Evening (5–8pm),0,726,1,0,0,1,0
315,4.691192918234741e-4,0,671471,256,23,Night (9pm–4am),0,89,1,1,0,1,0
805,0.003693355172303048,1.8352075390325703e-5,217959,751,17,Evening (5–8pm),0,1423,1,1,0,0,1
6259,0.0321350091388906,0.0011705994701497135,194772,453,23,Night (9pm–4am),0,474,0,1,1,0,1
11664,0.0057037316312115,8.264151626155209e-5,2044977,431,16,Afternoon (12–4pm),0,229,0,0,1,1,0
584,0.0012258812070731666,1.8892004903524827e-4,476392,50,16,Afternoon (12–4pm),1,742,1,1,0,0,0
123,0.033884297520661154,0.004407713498622589,3630,179,14,Afternoon (12–4pm),0,543,0,1,1,0,0
12191,0.013663042540243269,2.5777210928192536e-5,892261,663,21,Night (9pm–4am),0,362,0,0,0,0,1
508,0.05102963335007534,0.002109492717227524,9955,2,23,Night (9pm–4am),0,49,0,0,1,0,0
572,0.0010629421569920967,2.787435726377876e-5,538129,954,17,Evening (5–8pm),0,152,1,0,1,1,0
99,0.18265682656826568,0.027675276752767528,542,297,3,Night (9pm–4am),0,111,0,0,0,0,0
2999,0.013413723236289959,3.5334582716469045e-4,223577,73,21,Night (9pm–4am),0,22,0,0,0,0,1
1551,0.00412390321722946,6.913055038553576e-5,376100,1237,22,Night (9pm–4am),0,24,0,0,0,0,0
33456,0.027451662558544837,4.3159895103403234e-4,1218724,0,19,Evening (5–8pm),0,35,1,0,0,0,0
5120,0.0015850882819872054,4.8914833701948914e-5,3230104,744,19,Evening (5–8pm),0,434,0,1,0,1,0
1468,0.00123081773081815,1.9283929025080008e-5,1192703,6479,18,Evening (5–8pm),0,41,0,0,0,1,0
4503,0.0022961369013624867,2.7025373256098555e-5,1961120,1080,4,Night (9pm–4am),0,103,1,1,0,0,1
196,0.001009632720342039,1.0302374697367743e-5,194130,1143,10,Morning (5–11am),1,9,1,0,1,0,0
26,0.06341463414634146,0.004878048780487805,410,212,18,Evening (5–8pm),0,15,0,0,1,0,0
17,0.019675925925925927,0,864,0,0,Night (9pm–4am),0,0,NA,NA,0,0,0
57,0.01747394236664623,3.0656039239730225e-4,3262,1774,1,Night (9pm–4am),0,169,1,0,1,1,0
143,0.0035344422748955734,1.977310363577943e-4,40459,846,6,Morning (5–11am),0,254,0,1,1,0,0
23019,0.0154252549599844,4.824789769837425e-5,1492293,489,14,Afternoon (12–4pm),0,0,NA,NA,0,0,0
0,0,0,28,8,0,Night (9pm–4am),1,48,0,0,0,0,0
128,1.9007934327586897e-4,4.454984608028179e-6,673403,3380,0,Night (9pm–4am),0,455,1,1,0,1,0
8843,0.002456543787622164,1.472315059866275e-5,3599773,984,0,Night (9pm–4am),1,127,0,1,0,0,1
5777,0.020622494475798822,0.00025345284884571863,280131,1974,23,Night (9pm–4am),1,626,1,1,0,0,0
4400,2.741554128465862e-4,2.305397789846293e-6,16049291,1101,9,Morning (5–11am),0,533,1,1,0,1,0
3294,0.010321974148061104,1.0654132393262827e-4,319125,283,12,Afternoon (12–4pm),1,549,0,0,0,0,1
3980,0.003924840294501082,1.1833689330154016e-4,1014054,423,15,Afternoon (12–4pm),0,400,1,0,0,0,1
619,0.005576375626103564,4.2340816547151454e-4,111004,3702,19,Evening (5–8pm),0,2041,0,1,0,0,0
4759,0.006049735204907925,7.373075055361623e-5,786646,1984,22,Night (9pm–4am),0,85,0,0,1,0,0
1720,0.0018985343756139882,2.7594976389738203e-5,905962,13,12,Afternoon (12–4pm),0,1450,1,0,0,0,0
186,0.1773117254528122,0.010486177311725452,1049,882,17,Evening (5–8pm),0,10,0,0,0,0,0
155,0.0016926756287470924,1.8564829476581013e-4,91571,853,17,Evening (5–8pm),0,420,0,0,1,1,0
7961,0.0037889550603562787,3.141201281038995e-5,2101107,954,10,Morning (5–11am),0,14,0,0,1,0,1
2392,0.006539217535600736,7.927981125937347e-5,365793,1525,16,Afternoon (12–4pm),1,1451,0,0,1,0,1
846,0.007818781711814124,0,108201,247,23,Night (9pm–4am),0,224,1,1,1,1,0
177,0.08012675418741512,0.002716161158895428,2209,1,16,Afternoon (12–4pm),0,48,0,0,0,0,0
8,0.12903225806451613,0,62,69,2,Night (9pm–4am),0,0,NA,NA,0,0,0
282,0.002160919540229885,4.597701149425287e-5,130500,753,15,Afternoon (12–4pm),0,19,0,0,1,0,1
19,6.731620903454384e-5,7.0859167404782995e-6,282250,1110,21,Night (9pm–4am),0,671,1,1,0,0,0
426,0.0016002103562909678,1.878181169355596e-5,266215,555,22,Night (9pm–4am),1,65,1,0,0,1,0
33,1.8268379096545616e-4,0,180640,142,22,Night (9pm–4am),0,1095,1,0,0,1,0
10998,9.956352466102866e-4,1.4213014522441807e-5,11046214,1774,0,Night (9pm–4am),1,162,0,0,0,0,1
367,0.0027217644746697915,1.4832503949154178e-4,134839,580,23,Night (9pm–4am),1,182,1,1,0,1,0
236,6.348813498223139e-4,1.88312264777805e-5,371723,2632,8,Morning (5–11am),0,1605,1,0,1,0,1
2058,0.0010696054309761475,1.871029908413086e-5,1924074,1740,9,Morning (5–11am),0,523,1,1,0,1,0
2,0.15384615384615385,0,13,20,12,Afternoon (12–4pm),1,91,1,0,0,0,0
16838,0.00613966703299989,6.45397947999157e-5,2742494,427,18,Evening (5–8pm),1,23,1,0,0,0,0
26,0.1925925925925926,0.007407407407407408,135,8,10,Morning (5–11am),0,124,1,1,1,0,0
1599,0.0013247227733845879,3.396725059960482e-5,1207045,874,10,Morning (5–11am),0,1005,1,1,1,1,0
279,8.419515168707167e-4,0,331373,260,18,Evening (5–8pm),0,26,0,0,0,0,0
5583,0.0010614205658932474,2.395468230387769e-5,5259932,1505,8,Morning (5–11am),0,95,0,1,0,0,1
10917,0.06483895682748217,0.0010512499183351052,168371,394,15,Afternoon (12–4pm),0,184,1,0,0,1,0
23251,0.009686919721178695,8.290813403787193e-5,2400247,2176,21,Night (9pm–4am),1,281,0,0,0,1,0
5413,0.010328891127801184,6.678573609330158e-5,524064,876,17,Evening (5–8pm),0,2,0,0,0,0,0
2730,0.005981765475353154,2.32259025782943e-4,456387,1329,12,Afternoon (12–4pm),0,110,0,0,0,1,0
1671,0.003168523346764636,6.257406968475942e-5,527375,429,17,Evening (5–8pm),0,778,0,0,1,0,0
2254,0.0020287188829265397,2.3401371320359373e-5,1111046,1757,18,Evening (5–8pm),1,353,0,1,1,0,1
191452,0.005205875897348215,3.8394463192109144e-05,36776136,2053,16,Afternoon (12–4pm),0,208,0,1,1,0,1
3092,0.00381362099119611,7.646976114300092e-5,810778,2098,16,Afternoon (12–4pm),0,52,1,0,0,1,0
464,0.0015040518638573745,8.752025931928687e-5,308500,762,0,Night (9pm–4am),0,110,1,1,1,1,0
294,0.1746880570409982,0.0011883541295306002,1683,0,10,Morning (5–11am),0,0,NA,NA,0,0,0
648,0.002995022162239611,1.848779112493587e-5,216359,8,12,Afternoon (12–4pm),0,174,1,1,0,1,0
7351,0.01773248100349777,2.1469062839223253e-4,414550,150,18,Evening (5–8pm),0,98,0,0,0,0,0
20094,0.025706434412387805,2.1876183360795834e-4,781672,516,18,Evening (5–8pm),1,34,0,1,0,0,1
83,6.489140462527168e-4,0,127906,503,11,Morning (5–11am),1,111,0,0,0,1,0
819,6.544319586533245e-4,3.036436438196133e-5,1251467,524,18,Evening (5–8pm),1,1073,1,1,1,0,1
296,0.001326598753176442,4.929927798966508e-5,223127,461,17,Evening (5–8pm),0,47,0,0,0,0,0
28248,0.0035966391133994287,2.864782641301584e-5,7853999,2177,17,Evening (5–8pm),0,64,0,0,1,0,1
125,0.001304202662660156,4.1734485205125e-5,95844,721,4,Night (9pm–4am),0,117,1,0,1,0,1
9621,0.01010415014760818,4.93602595299433e-5,952183,1078,18,Evening (5–8pm),0,1,0,0,0,0,1
1284,0.0033159187341661005,2.5824912259860598e-5,387223,1372,13,Afternoon (12–4pm),0,31,0,1,0,0,1
21,0.1640625,0.0390625,128,407,17,Evening (5–8pm),0,0,NA,NA,0,0,0
13005,0.005926997439154279,1.0892367458345809e-4,2194197,1411,19,Evening (5–8pm),0,210,0,1,0,1,0
273,0.0017627118644067796,1.9370460048426152e-5,154875,2451,19,Evening (5–8pm),1,123,1,0,1,0,0
2233,0.004868795447360101,3.706651258626141e-5,458635,768,10,Morning (5–11am),0,38,0,1,0,0,0
901,0.007051071355903022,4.6954970183593935e-5,127782,96,2,Night (9pm–4am),0,187,0,1,1,0,0
2659,0.0074050350896736105,3.95455051799042e-4,359080,645,17,Evening (5–8pm),0,173,1,0,1,0,1
